"order_channel","order_number","transaction_date","transaction_time_local","order_time_zone","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","transaction_type","fulfillment_type","gh_plus_customer","subtotal","subtotal_sales_tax","subtotal_sales_tax_exemption","self_delivery_charge","self_delivery_charge_tax","self_delivery_charge_tax_exemption","merchant_service_fee","merchant_service_fee_tax","merchant_service_fee_tax_exemption","merchant_flexible_fee_bag_fee","merchant_flexible_fee_bag_fee_tax","merchant_flexible_fee_bag_fee_tax_exemption","merchant_flexible_fee_pif_fee","merchant_flexible_fee_pif_fee_tax","merchant_flexible_fee_pif_fee_tax_exemption","tip","merchant_total","commission","delivery_commission","gh_plus_commission","processing_fee","withheld_tax","withheld_tax_exemption","merchant_funded_promotion","merchant_funded_loyalty","merchant_net_total","transaction_note","transaction_id"
"Marketplace","559031047672080","2025-09-13","04:23:49 PM","America/Chicago","2693236","AR100196","Capriotti's Sandwich Shop","1406 S Walton Blvd ","Bentonville","AR","72712","Prepaid Order","Pick-Up","non GH+","22.18","2.33","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","24.51","-2.22","0.00","0.00","0.00","-2.33","0.00","0.00","0.00","19.96",,"BwEAAAAAACkYdHzhZzCQ5hHwpzEvzRn7jUQ"
"Marketplace","676431023090401","2025-09-11","03:20:54 PM","America/Los_Angeles","2421104","NV168","Capriottis Sandwich Shop","3455 St Rose Pkwy ","Henderson","NV","89052","Prepaid Order","Pick-Up","non GH+","16.89","1.41","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.30","-1.69","0.00","0.00","0.00","-1.41","0.00","0.00","0.00","15.20",,"BwEAAAAAACTxcC7G7PCPWxHwrPFJ5jD-Frk"
"Marketplace","768631050019356","2025-09-14","02:00:00 PM","America/Los_Angeles","11352080","CA100265","Capriotti's Sandwich Shop","12831 Moreno Beach Dr  ","Moreno Valley","CA","92555","Order Adjustment","Grubhub Delivery","GH+","0.00","-0.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.10","Tax Adjustment","CQMAAAAAAK04EEm8DwCRqBHwjwFxM7afyq8AAAAB"
"Marketplace","768631050019356","2025-09-14","02:00:00 PM","America/Los_Angeles","11352080","CA100265","Capriotti's Sandwich Shop","12831 Moreno Beach Dr  ","Moreno Valley","CA","92555","Prepaid Order","Grubhub Delivery","GH+","9.59","0.84","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.43","-0.96","-0.96","0.00","0.00","0.00","0.00","0.00","0.00","8.51",,"BwEAAAAAAK04EEm8DwCRqBHwjwFxM7afyq8"
"Marketplace","549331030189723","2025-09-12","11:35:24 AM","America/New_York","5174904","PA100330","Capriotti's Sandwich Shop","10 St Francis Way Ste. 10  ","Cranberry Township","PA","16066","Prepaid Order","Pick-Up","GH+","14.79","0.89","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","15.68","-1.48","0.00","0.00","0.00","-0.89","0.00","0.00","0.00","13.31",,"BwEAAAAAAE72eJqB2GCP7BHwmGG_-P1NtlY"
"Marketplace","069330993136423","2025-09-08","01:27:00 PM","America/Phoenix","7504656","AZ071","Capriotti's Sandwich Shop","3510 E Baseline Rd  ","Mesa","AZ","85204","Prepaid Order","Grubhub Delivery","GH+","17.19","1.43","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.62","-1.72","-1.72","0.00","0.00","0.00","0.00","0.00","0.00","15.18",,"BwEAAAAAAHKDEIq9iKCM4hHwiKGJ9ain5aU"
"Marketplace","737231030329077","2025-09-12","06:04:39 PM","America/New_York","10374016","NJ100463","Capriotti's Sandwich Shop","301 N Harrison St  ","Princeton","NJ","08540","Prepaid Order","Pick-Up","GH+","36.57","2.42","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","38.99","-3.66","0.00","0.00","0.00","0.00","0.00","0.00","0.00","35.33",,"BwEAAAAAAJ5LgHG4w6CQIRHwg6E7HjgnSDM"
"Marketplace","571731003880628","2025-09-08","08:19:00 PM","America/Phoenix","280862","AZ081","Capriotti's Sandwich Shop","15227 N 87th St Ste 107 ","Scottsdale","AZ","85260","Prepaid Order","Grubhub Delivery","GH+","24.07","1.45","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","25.52","-2.41","-2.41","0.00","0.00","0.00","0.00","-6.00","0.00","14.70",,"BwEAAAAAAARJHrEtysCNJRHwisH1QXzDn6Y"
"Marketplace","642931006779074","2025-09-09","01:09:00 PM","America/Phoenix","280862","AZ081","Capriotti's Sandwich Shop","15227 N 87th St Ste 107 ","Scottsdale","AZ","85260","Prepaid Order","Grubhub Delivery","GH+","54.32","3.73","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","58.05","-5.43","-5.43","0.00","0.00","0.00","0.00","-8.00","0.00","39.19",,"BwEAAAAAAARJHgR-ZOCNsxHwpOHP3ly0aL4"
"Marketplace","192531041226052","2025-09-13","02:52:00 PM","America/Los_Angeles","1278416","NV036","Capriotti's Sandwich Shop","9620 Las Vegas Blvd S Ste E5  ","Las Vegas","NV","89123","Prepaid Order","Grubhub Delivery","GH+","17.18","1.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.62","-1.72","-1.72","0.00","0.00","-1.44","0.00","0.00","0.00","13.74",,"BwEAAAAAABOB0HYo3QCQ5xHwnQFjzAw5JqY"
"Marketplace","507031017893883","2025-09-10","12:51:00 PM","America/Los_Angeles","5895160","CA100205","Capriotti's Sandwich Shop","27630 The Old Rd Pad C  ","Valencia","CA","91355","Prepaid Order","Grubhub Delivery","GH+","53.76","4.16","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","57.92","-5.38","-5.38","0.00","0.00","0.00","0.00","-10.00","0.00","37.16",,"BwEAAAAAAFnz-NUbzyCOdhHwjyGdP0hE0KI"
"Marketplace","507031017893883","2025-09-10","12:51:00 PM","America/Los_Angeles","5895160","CA100205","Capriotti's Sandwich Shop","27630 The Old Rd Pad C  ","Valencia","CA","91355","Order Adjustment","Grubhub Delivery","GH+","0.00","1.08","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.08","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.08","Tax Adjustment","CQMAAAAAAFnz-NUbzyCOdhHwjyGdP0hE0KIAAAAB"
"Marketplace","803231008639120","2025-09-09","12:58:00 PM","America/New_York","5174904","PA100330","Capriotti's Sandwich Shop","10 St Francis Way Ste. 10  ","Cranberry Township","PA","16066","Prepaid Order","Grubhub Delivery","GH+","26.07","1.26","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","27.33","-2.61","-2.61","0.00","0.00","-1.26","0.00","-5.00","0.00","15.85",,"BwEAAAAAAE72eOBJvkCNmBHwvkHPBOb5hmU"
"Marketplace","202831052703199","2025-09-14","05:52:00 PM","America/New_York","1947263","DE130","Capriotti's Sandwich Shop","120 Lantana Dr ","Hockessin","DE","19707","Prepaid Order","Grubhub Delivery","GH+","29.58","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","29.58","-2.96","-2.96","0.00","0.00","0.00","0.00","0.00","0.00","23.66",,"BwEAAAAAAB22f5C9fcCRrhHwvcEPWkiOY0E"
"Marketplace","631331012673941","2025-09-10","11:51:00 AM","America/New_York","1472751","DE018","Capriotti's Sandwich Shop","4522 Kirkwood Hwy ","Wilmington","DE","19808","Prepaid Order","Grubhub Delivery","GH+","45.08","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","45.08","-4.51","-4.51","0.00","0.00","0.00","0.00","0.00","0.00","36.06",,"BwEAAAAAABZ47ySfeXCOWRHwuXE7-L318qs"
"Marketplace","058931026799684","2025-09-11","01:10:21 PM","America/New_York","2710456","PA080","Capriotti's Sandwich Shop","141 S State Rd  ","Springfield","PA","19064","Prepaid Order","Pick-Up","non GH+","15.59","0.94","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.48","19.01","-1.56","0.00","0.00","0.00","-0.94","0.00","0.00","0.00","16.51",,"BwEAAAAAAClbuLfVf_CPMBHwv_HDC6k4htY"
"Marketplace","651230992915185","2025-09-08","08:30:00 PM","America/Los_Angeles","2472962","OR228","Capriotti’s Sandwich Shop","2818 NE Halsey Street  Portland ","Portland","OR","97232","Prepaid Order","Grubhub Delivery","GH+","23.07","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23.07","-1.15","-2.31","0.00","0.00","0.00","0.00","0.00","0.00","19.61",,"BwEAAAAAACW8Ao1D81CNDBHws1FBvNiTjLM"
"Marketplace","077931066921573","2025-09-14","06:18:00 PM","America/Los_Angeles","3354463","OR100230","Capriotti's Sandwich Shop","13140 Southeast 172nd Avenue #134  ","Happy Valley","OR","97086","Prepaid Order","Grubhub Delivery","GH+","35.18","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","35.18","-3.52","-3.52","0.00","0.00","0.00","0.00","-5.00","0.00","23.14",,"BwEAAAAAADMvXwHswcCRyhHwgcFR8goH0Bk"
"Marketplace","067030992050542","2025-09-08","03:41:00 PM","America/Los_Angeles","2472962","OR228","Capriotti’s Sandwich Shop","2818 NE Halsey Street  Portland ","Portland","OR","97232","Prepaid Order","Grubhub Delivery","GH+","17.89","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.89","-0.89","-1.79","0.00","0.00","0.00","0.00","0.00","0.00","15.21",,"BwEAAAAAACW8ApqthBCM_hHwhBEFxBSNNL0"
"Marketplace","077931046929408","2025-09-13","02:27:00 PM","America/Los_Angeles","2472962","OR228","Capriotti’s Sandwich Shop","2818 NE Halsey Street  Portland ","Portland","OR","97232","Prepaid Order","Grubhub Delivery","GH+","25.87","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","25.87","-1.29","-2.59","0.00","0.00","0.00","0.00","0.00","0.00","21.99",,"BwEAAAAAACW8Aq66qZCQ4xHwqZFT5JhMBeg"
"Marketplace","019431021239043","2025-09-11","12:00:00 PM","America/Los_Angeles","321427","NV044","Capriotti's Sandwich Shop","11011 W Charleston Blvd ","Las Vegas","NV","89135","Prepaid Order","Grubhub Delivery","non GH+","18.59","1.56","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.15","-1.86","-1.86","0.00","0.00","-1.56","0.00","0.00","0.00","14.87",,"BwEAAAAAAATnk1Rzc-CPMBHws-HdYY-2TIs"
"Marketplace","056931003544171","2025-09-09","12:16:00 PM","America/New_York","1472751","DE018","Capriotti's Sandwich Shop","4522 Kirkwood Hwy ","Wilmington","DE","19808","Prepaid Order","Grubhub Delivery","GH+","14.79","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","14.79","-1.48","-1.48","0.00","0.00","0.00","0.00","0.00","0.00","11.83",,"BwEAAAAAABZ47x1VFvCNkxHwlvF1sh-tW_M"
"Marketplace","213831047933600","2025-09-12","09:24:00 PM","America/Los_Angeles","3354463","OR100230","Capriotti's Sandwich Shop","13140 Southeast 172nd Avenue #134  ","Happy Valley","OR","97086","Prepaid Order","Grubhub Delivery","non GH+","49.17","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","49.17","-4.92","-4.92","0.00","0.00","0.00","0.00","0.00","0.00","39.33",,"BwEAAAAAADMvX6zie4CQURHwu4HbGV-A_Qk"
"Marketplace","393530990060904","2025-09-08","10:57:38 AM","America/Los_Angeles","1278529","NV103","Capriotti's Sandwich Shop","170 N Boulder Hwy ","Henderson","NV","89015","Prepaid Order","Pick-Up","GH+","9.59","0.80","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.39","-0.96","0.00","0.00","0.00","-0.80","0.00","0.00","0.00","8.63",,"BwEAAAAAABOCQdrIHsCM2xHwnsHznsj60EA"
"Marketplace","889930992386272","2025-09-08","02:22:00 PM","America/New_York","3265301","PA016","Capriotti's Sandwich Shop","607 E Market St  ","West Chester","PA","19382","Prepaid Order","Grubhub Delivery","GH+","19.47","1.17","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.64","-1.95","-1.95","0.00","0.00","-1.17","0.00","0.00","0.00","15.57",,"BwEAAAAAADHTFTR_CgCM3BHwigGdinxM16I"
"Marketplace","149831011902088","2025-09-10","01:20:00 PM","America/New_York","2745349","MD013","Capriotti's Sandwich Shop","202 S Bridge St  ","Elkton","MD","21921","Prepaid Order","Grubhub Delivery","non GH+","14.38","0.86","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","15.24","-1.44","-1.44","0.00","0.00","-0.86","0.00","0.00","0.00","11.50",,"BwEAAAAAACnkBenF5iCOZBHwpiF7_xMXYZ8"
"Marketplace","671331015384868","2025-09-10","12:41:56 PM","America/New_York","3265301","PA016","Capriotti's Sandwich Shop","607 E Market St  ","West Chester","PA","19382","Prepaid Order","Pick-Up","non GH+","13.18","0.79","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","13.97","-1.32","0.00","0.00","0.00","-0.79","0.00","0.00","0.00","11.86",,"BwEAAAAAADHTFXa_clCOYxHwslGdP0hE0KI"
"Marketplace","507031017891447","2025-09-10","11:08:00 AM","America/Los_Angeles","3354463","OR100230","Capriotti's Sandwich Shop","13140 Southeast 172nd Avenue #134  ","Happy Valley","OR","97086","Prepaid Order","Grubhub Delivery","non GH+","22.97","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.97","-2.30","-2.30","0.00","0.00","0.00","0.00","0.00","0.00","18.37",,"BwEAAAAAADMvX7T6GuCOaxHwmuHpgeYvwBo"
"Marketplace","725431043417701","2025-09-13","10:42:00 AM","America/Los_Angeles","1278807","NV111","Capriotti’s Sandwich Shop","3820 E Craig Rd ","North Las Vegas","NV","89030","Prepaid Order","Grubhub Delivery","non GH+","20.17","1.69","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21.86","-2.02","-2.02","0.00","0.00","-1.69","0.00","0.00","0.00","16.13",,"BwEAAAAAABODV5C2Y6KQwxHwo6Pj2dznXHI"
"Marketplace","467631019967986","2025-09-09","07:57:00 PM","America/Los_Angeles","1026827","NV058","Capriotti's Sandwich Shop","8090 Blue Diamond Rd  ","Las Vegas","NV","89178","Prepaid Order","Grubhub Delivery","GH+","16.89","1.41","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.30","-1.69","-1.69","0.00","0.00","-1.41","0.00","0.00","0.00","13.51",,"BwEAAAAAAA-rC7vQsaCN7BHwsaHP3ly0aL4"
"Marketplace","776931040566978","2025-09-13","12:03:00 PM","America/Chicago","3195789","MO100246","Capriotti's Sandwich Shop","10406 NE Cookingham Dr  ","Kansas City","MO","64157","Prepaid Order","Grubhub Delivery","non GH+","14.19","1.24","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","15.43","-1.42","-1.42","0.00","0.00","0.00","0.00","0.00","0.00","12.59",,"BwEAAAAAADDDjcRoZQKQvRHwpQNPXP9nvB0"
"Marketplace","201631029309055","2025-09-11","02:32:00 PM","America/New_York","4703752","MD100298","Capriotti's Sandwich Shop","8036 Ritchie HighwaySuite 1D-2  ","Pasadena","MD","21122","Prepaid Order","Grubhub Delivery","non GH+","24.38","1.46","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","25.84","-2.44","-2.44","0.00","0.00","-1.46","0.00","0.00","0.00","19.50",,"BwEAAAAAAEfGCMt2PnCPOBHwvnHrNVLfraw"
"Marketplace","380131055984410","2025-09-14","05:29:00 PM","America/New_York","1472751","DE018","Capriotti's Sandwich Shop","4522 Kirkwood Hwy ","Wilmington","DE","19808","Prepaid Order","Grubhub Delivery","GH+","73.07","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","73.07","-7.31","-7.31","0.00","0.00","0.00","0.00","0.00","0.00","58.45",,"BwEAAAAAABZ470hwJrCRqxHwprF_yKHIyBY"
"Marketplace","692431022167339","2025-09-11","02:50:00 PM","America/Los_Angeles","321694","NV035","Capriotti's Sandwich Shop","4825 S Fort Apache Rd Ste K ","Las Vegas","NV","89147","Prepaid Order","Grubhub Delivery","GH+","19.68","1.65","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21.33","-1.97","-1.97","0.00","0.00","-1.65","0.00","0.00","0.00","15.74",,"BwEAAAAAAATonmmswwCPVBHwgwH7WN84x50"
"Marketplace","122131018726294","2025-09-10","11:20:00 AM","America/New_York","2710456","PA080","Capriotti's Sandwich Shop","141 S State Rd  ","Springfield","PA","19064","Prepaid Order","Grubhub Delivery","GH+","18.08","1.08","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","19.16","-1.81","-1.81","0.00","0.00","-1.08","0.00","0.00","0.00","14.46",,"BwEAAAAAAClbuEtelyCOVRHwvjDZODSzj0s"
"Marketplace","112231039171214","2025-09-12","12:30:00 PM","America/Los_Angeles","321427","NV044","Capriotti's Sandwich Shop","11011 W Charleston Blvd ","Las Vegas","NV","89135","Prepaid Order","Grubhub Delivery","GH+","20.58","1.72","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.30","-2.06","-2.06","0.00","0.00","-1.72","0.00","0.00","0.00","16.46",,"BwEAAAAAAATnk32AynCP9BHwinHH-T0uhCg"
"Marketplace","116231014908986","2025-09-10","11:09:00 AM","America/Los_Angeles","2472962","OR228","Capriotti’s Sandwich Shop","2818 NE Halsey Street  Portland ","Portland","OR","97232","Prepaid Order","Grubhub Delivery","GH+","22.56","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.56","-1.13","-2.26","0.00","0.00","0.00","0.00","0.00","0.00","19.17",,"BwEAAAAAACW8Aj7aY7COaxHwo7F_n9k3d_4"
"Marketplace","911131044742877","2025-09-13","02:51:00 PM","America/Denver","5896776","CO100410","Capriotti's Sandwich Shop","5856 Barnes Rd  ","Colorado Springs","CO","80922","Prepaid Order","Grubhub Delivery","non GH+","19.88","1.38","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21.26","-1.99","-1.99","0.00","0.00","-1.38","0.00","-3.00","0.00","12.90",,"BwEAAAAAAFn6SD2BxqCQ3hHwhqENo3pGt8A"
"Marketplace","759231032872249","2025-09-12","12:01:00 PM","America/Los_Angeles","6924416","CA100455","Capriotti's Sandwich Shop","26889 Sierra Hwy  ","Santa Clarita","CA","91321","Prepaid Order","Grubhub Delivery","GH+","26.28","1.69","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","27.97","-2.63","-2.63","0.00","0.00","0.00","0.00","-8.00","0.00","14.71",,"BwEAAAAAAGmogGSGAYCQBxHwgYHLUvMuuvI"
"Marketplace","759231032872249","2025-09-12","12:01:00 PM","America/Los_Angeles","6924416","CA100455","Capriotti's Sandwich Shop","26889 Sierra Hwy  ","Santa Clarita","CA","91321","Order Adjustment","Grubhub Delivery","GH+","0.00","0.87","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.87","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.87","Tax Adjustment","CQMAAAAAAGmogGSGAYCQBxHwgYHLUvMuuvIAAAAB"
"Marketplace","794631050939434","2025-09-14","11:46:00 AM","America/Los_Angeles","1408880","NV067","Capriotti's Sandwich Shop","5140 Kietzke Lne  ","Reno","NV","89511","Prepaid Order","Grubhub Delivery","GH+","41.54","3.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","44.64","-4.15","-4.15","0.00","0.00","-3.10","0.00","-4.00","0.00","29.24",,"BwEAAAAAABV_cEpkzMCRlRHwjMEh3Uxnp6A"
